title,rating,review,date
Goat,5,The app is great I love it well done,2017-04-21T04:51:37Z
Amazing,5,GOAT,2017-04-21T01:13:30Z
Very good,5,Very good app and great prices_Ÿ‘ç_Ÿè_,2017-04-20T12:42:17Z
Very good app,5,"Reliable and nice price, the only I'm suggesting is calculate everything at the price,  international fees etc",2017-04-20T03:10:55Z
Quality,5,"Best app to use... seems a little expensive... but other than that, it's an amazing/well put together app! I've ordered 2 pairs of shoes from them.. and the whole process was flawless!",2017-04-19T06:41:24Z
GOAT,5,Great,2017-04-19T01:39:45Z
Superb!,5,Great app for Sneaker lovers,2017-04-19T01:27:00Z
Wtf _Ÿ_”_Ÿ_”,2,So i buy nmd's for 220$ us and when i get it on the box there is a price tag that says 130$,2017-04-18T15:23:03Z
Expensive,1,"Way too expensive, terrible app. I'd be surprised if it's still in business by the end of the year. Waste of time. Thanks though.",2017-04-16T18:30:11Z
Awesome,5,"This app is amazing, because I have size 14.5 feet. Some of you don't realize how hard it is trying to get shoes that fit, but GOAT makes it so much easier for me to get new shoes and for a good prices.",2017-04-09T23:08:30Z
Used to be better,3,It was good but now when I enter it say error a bunch of letters the at the end it says blocked so I can't use anything it sucks!,2017-04-09T11:22:49Z
Great game,5,10-Oct,2017-04-05T23:49:42Z
Good,4,Great place to buy shoes,2017-04-04T05:43:04Z
Great,5,"Can get some amazing deals on here, and very easy to sell, would definitely recommend.",2017-04-02T02:08:20Z
Update broke search feature,1,With the latest update it removed the tab to refine your search. It was much loved!,2017-03-31T06:48:59Z
Ok,3,I live in Canada so I have to pay extra plus the C.O.D of ups but anything else is great. The shoe I ordered was exactly like in the picture.,2017-03-30T05:19:24Z
10/10 Would Recommend,5,"Top online shoe marketplace in the business, props to the guys who designed it_Ÿ’¯",2017-03-29T23:16:22Z
Great app but would love a clothing category,4,"I love he app and have bought shoes with it, it works very well but I would like a supreme vape etc. Section for that hypebeast clothing, I think it would be great because there are no websites that offer it",2017-03-27T05:19:20Z
NOT A SCAM,5,"I am not a bot!! This app is great and will soon be known as the best shoe app ever, look it up (if you don't believe me)",2017-03-24T08:07:48Z
Bad shoe selling app,1,"My buddy got sold fakes that ur company was supposed to authenticate, now that we know that your company obviously doesn't do this we decided to mail them back, yet we still have to pay returning fee??",2017-03-19T19:51:29Z
Great,5,easy and simple way to find authentic shoes,2017-03-17T19:24:27Z
Fully Legitimate application...,5,I really wanted to buy myself a pair of Yeezy Black and Red V.2. and was sceptical about buy from some services. After reading multiple recommendations and reviews I decided to buy off GOAT. I received my package soon after order with 100% legitimacy and with a very good price. Customer services is amazing and will answer any questions. Would recommend to anyone that is confused about how to buy high valued sneakers as such.,2017-03-17T04:38:10Z
Very Nice if you are rich but also the best sneaker app,5,Lol,2017-03-11T18:55:05Z
Currency,4,Nice app but needs a currency option,2017-03-10T17:05:15Z
It works!,5,It's lit,2017-03-10T15:31:25Z
Great app...except...,4,They only have American currency and nothing else but everything else about it is great,2017-03-07T03:17:05Z
Great app,5,All around an outstanding app for sneaker heads even outside the US,2017-02-28T06:47:25Z
_Ÿêê_Ÿêê,5,Best place I've ordered off of. Easy app to use and great customer service.,2017-02-28T05:25:17Z
Good but bad,3,The sneaker selection is amazing but the problem I have is that sellers can cancel after you submit an order. So you can be waiting for them to confirm for s couple days then completely lost your order and be refunded of course but it's a huge let down.,2017-02-25T20:15:52Z
Currency,5,"Very good app, nice if they added an update where you could change the currency",2017-02-25T01:07:52Z
Cant login into paypal,1,it wont even let me login to my paypal and its cheesing me,2017-02-17T20:01:08Z
Perfect,5,Very easy to use. You can find almost every shoe you would want. Prices are great.,2017-02-16T20:40:13Z
Reliable,5,Amazing and easy perfect app,2017-02-13T20:08:35Z
Add currencies,3,Please add currencies so people aren't confused,2017-02-12T20:23:28Z
Great,5,A great sneaker app but I wish you could change the currency...,2017-02-12T02:57:34Z
Great app for shoes,5,If you love shoes you need this app. Very well designed and fantastic customer service to go along with it.,2017-02-10T21:59:53Z
Best shoe app,5,"Easy to pay, easy to find the right shoe, and has releases.... love the app",2017-02-10T15:33:15Z
Great app,5,Reliable and refined,2017-02-02T19:25:38Z
scam app,1,scam app reselling fake and used smelly shoesã€‚,2017-02-01T19:55:40Z
GOAT,5,It's a great sneaker app whether it's limited or sold out sneakers,2017-02-01T05:57:03Z
Horrible,1,Basically just took my money out of my account without letting me know!,2017-01-28T08:31:44Z
Amazing app,5,"Amazing, can find any shoe any size",2017-01-28T04:23:33Z
Refined,4,Sleek design an stuff,2017-01-26T19:29:17Z
Would recommend,5,"User friendly, nice interface, great service",2017-01-25T20:42:40Z
Great,5,Please add currency,2017-01-25T01:34:14Z
Awesome,5,Amazing app recommend it,2017-01-24T19:26:48Z
100% LEGIT,5,CANADIAN CREDIT WORKS AND VERY FAST! LOVE GOAT!!,2017-01-24T03:42:43Z
"Great app, probably my favourite!!",5,"Very easy to use app, I use it all the time as I am obsessed with shoes. It's a great bonus to know you are getting the real thing from your purchase than going on shady sites.",2017-01-23T08:11:26Z
Awesome but....,4,This app is amazing but can u please PLEAES add a option to change the currency instead of just  USD! PLEAES and thank you.,2017-01-23T01:38:14Z
Very good,5,Personally this is my favourite sneaker app.  Very well made app no bugs and seems legit.,2017-01-21T16:37:07Z
Awesome,5,"Great app, easy to use, easier to spend money",2017-01-18T20:15:10Z
Best,5,Very slick in all aspects.  Best shoe app id say.,2017-01-18T16:05:30Z
Awesome,5,Great,2017-01-16T03:11:04Z
Best shoe app,5,Love it more than any other way to buy my shoes,2017-01-15T15:56:17Z
GOAT really is the GOAT,5,This is where I buy my kicks from now on,2017-01-13T13:27:13Z
GOAT,5,Really wide verity of sneakers and guaranteed authentication,2017-01-07T03:21:23Z
Me vs UPS,2,"Bought a shoe shipped to Canada. Took 5-6 days for them to verfiy the shoe and ship; 2 days to arrive. My problem is with this you're stuck with UPS: no ups store pickup, no online duty payments, horrible experience to pickup at the UPS office(Toronto). Would be a 5/5 service if they offered other shipping options like usps. Would not recommend.",2017-01-05T16:03:51Z
Goat app,5,"Very good app, good prices as well, good interface and all!!Love the fact there's shoes you can't find anywhere else, or that are hard to find, they simply have them on the app! And in various sizes!!",2017-01-04T14:13:02Z
Amazing Shoe App!,5,"It's by far one of the best shopping apps I have tested out, never mind shoe shopping apps. Now I'm not much of a sneakerhead just beginning to root into it but this app makes shoe shopping a much more pleasurable experience. It offers some of the best prices, an authenticity service (will touch up on that later), 3 different conditions to choose from, and a great UI.How the authenticity service works is you buy the shoe and the shoe is then shipped to GOAT HQ where they conduct several comparisons and tests to authenticate the product. If the product is deemed authentic then they ship it to you, if not then the seller gets negative points to his/her marketplace account and you get issued a full refund. They also offer 3 main conditions which is a good feature. You can choose to browse shoes from factory new condition, new but defected, and used. This helps you decide what you buying this shoe for and the amount of money it could be worth. A nice feature about the app is that it has a very immersive customer support system. It's not a contact form but it's like you're texting someone and instead of being screened they almost, every time respond in a speedy manner. The only con is that you can't talk to the seller. This would be helpful if you wanted to know more about the shoe or if you want them to expand on the defect.",2017-01-04T08:49:32Z
Amazing sneaker app,4,Everything is great except for the dollar conversion and purchase options because not everyone uses credit or pay pal where is the debit option you say you have?,2016-12-24T01:44:33Z
Clean interface,5,"Very safe for both seller and buyer, recommended 100%, waiting for Canadian seller APPROVAL",2016-12-12T20:44:38Z
Love it,5,The prices r right all the shoes r high quality. I can't wait to buy a pair.,2016-12-07T15:29:29Z
GREAT APP THEY PAID ME TO THIS,5,"I GOT C$9999999 TO REVIEW THEIR APP (JK), IT'S A GREAT APP FOR SELLING YOUR USED SHOES AND THEY HAVE GREAT PRICES FOR SNEAKERS",2016-12-07T00:42:24Z
Great app,5,Awesome app.,2016-12-06T02:27:26Z
Great app,5,"Great app with even better service, easy to use and the prices aren't total money grabs in most cases",2016-12-01T05:29:30Z
Not worth it for International Customers,1,"This is a great app if you're living in the US. Otherwise, it's not worth it unless the exchange rates get better. They ship their packages through UPS and you'll get a brokerage COD that you have to pay. Sometimes UPS makes it easier, sometimes it's a nightmare because even though you've paid the brokerage fee before their second attempt, the tracking still says the driver canceled because he didn't get the payment? Goat is useless when that happens. It's You vs UPS. I've used it 3x, but I think that it'll be my last one until they fix this second class citizen treatment they are providing for international customers.",2016-11-30T05:02:42Z
Price Is Terribly Advertised,2,"Although goat seems like a solid app to purchase shoes it has a big downfall. When I purchased a pair of Air Jordan 1s the price was 105$. But through shipping and money conversion, (I live in Canada) the price went up to 187$.",2016-11-29T23:03:06Z
What an app!,5,Amazing app.. easy to navigate and user friendly! Keep it up! âœŒ_Ÿè_ï¸è_Ÿ‘è_Ÿè_,2016-11-24T05:00:37Z
Sneaker head?,5,"The perfect app for sneakerheads, or aspiring sneakerheads!",2016-11-23T23:42:27Z
Nice,4,Very good app,2016-11-23T14:30:58Z
5 Stars,5,Big up GOAT,2016-11-23T05:00:08Z
Amazing app I 100% recommend!,5,The best sneaker app that is out there!,2016-11-23T00:19:38Z
Great app,5,Very good app,2016-11-22T22:40:55Z
Best sneaker app,5,"This is hands down the #1 sneak app to use. It is cleaner than slang, better prices than kixify. Being able to purchase and sell with ease this is by far the best app to use.",2016-11-21T19:13:46Z
Great app!,5,Love it,2016-11-20T20:51:36Z
Great App!,5,Very clean interface.,2016-11-19T08:14:49Z
Awesome,5,Great app for sneaker heads,2016-11-18T03:14:41Z
Good,5,App,2016-11-17T21:49:06Z
GOAT,5,"Just like the app name GREATEST OF ALL TIME",2016-11-14T04:56:16Z
Great App,5,I use it everyday!,2016-11-12T20:42:40Z
Goat app review,5,"Great app,very easy to use.",2016-11-11T17:21:56Z
Amazing App,5,This app is sick! I've ordered 4 pairs of shoes from them. They authenticate all the shoes that they get so you know you're getting exactly what you're paid for. Best sneaker app out there!,2016-10-23T23:34:04Z
Love it but a little to good to good to be true,4,This app organizes sneakers in a great way but idk if they would have almost every size available in a triple white ultra boost or Yeezy 350 v2. Just a little to good to be true,2016-10-19T00:43:39Z
Amazing,5,Better tracking service and authentication then anything out there_Ÿ”¥,2016-10-07T12:03:31Z
It's amazing,5,"This app is the best sneaker app I have ever used, great sneakers, legit, and returns if you are not satisfied. _Ÿ”¥_Ÿ”¥_Ÿ”¥",2016-09-09T23:15:04Z
Its lit,4,"Omg bro this app is so hype I love it it just needs clothes and it will be the ""greatest of all time""",2016-08-09T05:02:03Z
Good app,4,"Good app but has a lot of bugsPlease fix",2016-06-12T04:48:20Z
What a great app!,5,"This is a sneakerhead dream app. Clean lines and minimalistic design (and most importantly the lack of distracting advertising) lead to a better experience when browsing for purchase or for leisure. The social aspect of seeing how the shoes are on feet on other users is also a great addition, to give a different perspective on the shoes. Using the app is ridiculously easy and making purchases are even easier (because there isn't any cart jacking or bad Adidas website load times). You just find the shoe and size (if available), fill in your info, make your purchase and there you go!Here's some stuff I would love to see:â€¢ more detailed overviews of the shoes (eg. description of the Flu Game 12s or Undefeated 4s and their historical importance);â€¢ user reviews of the shoes;â€¢ some sort of ""hype"" rating that's quantified by numbers or something;â€¢ would also be cool to view shoes in categories by brand and their respective series; andâ€¢ some sort of description or video that describes their shoe authentication process or who authenticates the shoe at GOAT headquarters.",2016-06-02T18:53:42Z
5 star,5,The best thing of this app is that their prices are lower than other similar websites like HBX,2016-05-31T21:51:06Z
Wow,5,Unreal app! Payments so easy and legit way to resell shoes!,2016-03-28T22:09:59Z
We the best,5,This app is amazing great deals and prices,2016-03-25T15:48:16Z
Legit?,5,I was just wondering if this is legit or not,2016-01-02T18:34:12Z
Horrible App and even worse service,1,"AVOID THIS APP!The app is slow and crashes. The payment information CANNOT be deleted and you can only add additional payment options and you cannot delete your old credit card or Paypal account. Very shady company.Misleading about current promotions and lies about sales.If I could give 0 stars I would. AVOID!",2015-12-05T07:45:25Z
Worst,1,"Crashes freezesAnd worst of all pretends to let you buy things",2015-11-27T22:27:43Z
HORRIBLE,1,"Complete waste of time, horrible app, horrible servers, fake!",2015-11-27T21:09:01Z
Scam,1,No stock as promised,2015-11-27T21:05:11Z
Outstanding,5,"It's an amazing app. Perfect for finding the right shoes, especially grails",2015-11-26T22:46:46Z
Great app,5,"Clean and neat platform, easy to use. Nice way to connect buyers and sellers while showing your own collection",2015-07-02T15:01:08Z
